"","space","description","transit","access","house_rules","host_since","host_about","host_response_time","host_is_superhost","host_total_listings_count","host_has_profile_pic","zipcode","Latitude","Longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","reviews_per_month","occupancy_rate","EntirePlace","PrivateRoom","SharedRoom","Respond_fewDaysOrMore","Respond_WithinDay","Respond_WithinFewHours","Respond_WithinTheHour","Apartment","BedNBreakdast","Condominium","GuestSuite","House","Loft","Other","ServicedApartment","Townhouse","Bed_Couch","Bed_Futon","Bed_PullOutSofa","Bed_Bed","Cancel_Flexible","Cancel_Moderate","Cancel_Strict","hasTV","hasInternet","hasWifi","hasShampoo","hasHeat","hasAC","hasBreakfast","hasDesk","hasFireplace","hasIron","hasHairDryer","hasPrivateEnt","hasKitchen","isFamilyFriendly","square_meter","propertyPrice","IncomePerMonth"
"503","1","A cosy, sunny and quiet apartment with all comodities. Close to the parks (Belleville, Buttes Chaumont) and the nightlife of Ménilmontant and Belleville. You'll reach the cultural attractions (Nôtre-dame, Pompidou, Louvre) in 15mn with the suburb 11. Nice flat, well-furnished with all the commodities, in a calm and sunny residence, two steps from the subway Télégraphe (line 11), shops and the well-known Parc of Buttes Chaumont and Belleville (see the recomandations part) . Ideal flat to enjoy Paris in a quiet neighbourhood called Hauts de Belleville being at the same time close to the historical center (Centre Pompidou, Musée du Louvre, Nôtre-Dame),  and its highlights. It will be a pleasure to introduce you to the neighbourhood and a Paris off the beaten tracks.  Internet (wi-fi) and Tv by optical cable.  Computer (Mac) including a DVD player.  Radio, CD, record-vinyl player.  I introduce them to the flat and its furniture. I receive them with Paris maps and advices.  I love the authe","1","1","0","2012","1","N/A","0","1","1","75019",48.8758383185392,2.40116968417682,"Apartment","Entire home/apt","3","1","1","2","Real Bed",344,40,300,10,"2",10,6,62,1,"2014-12-15","2014-12-15",80,10,8,10,10,10,10,"0","0","moderate","0",0.02,0.00693333333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0",110.24512,717364.99584,8.32
"504","1","Welcome by the Noemie's apartment! My apartement is located in the center of Paris, in the 15th district (subway line n°12, stop: Convention). My adress is 24 rue Robert Lindet, 75015 Paris. It has a nice and luminous livingroom, with a coach on which you can sleep, for 2 people. There is an part with a table, you can eat. You have the TV and an internet wifi connection. The kitchen is fully fitted with fridge & oven. Then, you access in my bedroom, with one double bed, it has a beautiful sight with a little garden outside. My last piece is the bathroom, you can take showers and baths too!  You will feel very good in my apartment. It is very quiet & confortable. It is near of the Georges Brassens' park, you can walk and make runnings. You have the Parc des Expositions behind my logement, there are always many exhibitions, and just near of it, the Palais des sports, with shows & concerts. In my quarter, you have alimentary shops & small supermarkets. Near the park you can have nice even","0","0","0","2012","1","N/A","0","1","1","75015",48.8319827386956,2.29584749697137,"Apartment","Entire home/apt","4","1","1","2","Real Bed",463,95,500,20,"1",10,7,1125,20,"2013-01-23","2016-07-07",92,9,9,10,10,9,9,"0","0","strict_14_with_grace_period","0",0.28,0.0970666666666667,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","0",148.38224,1273268.00144,276.64
"505","1","The closeness from Gare du Nord and 5 minutes from the Gare de l'Est make this appartment very convenient if you come from London,Bruxelles, Koln....and everywhere else in the world via CDG Airport! Renovated apartment of 57 m2 in 2011 in a secure building. The apartment has a bedroom with 140 cm bed (queen) with an excellent mattress shape memory. In the living room there is a sofa bed (140 queen bed with a real mattress very confortable) In the bathroom, a large shower, sink are available. Comfort (wireless Internet: wifi, large flat screen 3D TV, washing machine, dryer, iron, hair dryer) Linen and towels provided, Fully equipped modern kitchen with bar / island for dining (espresso machine). The apartment is very quiet because it gives almost entirely on a courtyard from the 4th floor. Double glazing to all rooms. Close to the apartment, you will find a small supermarket open 6/7 until midnight. Very convenient in terms of transport, there are three RER lines B, D and E that allow y","1","1","1","2012","1","N/A","0","1","1","75010",48.8796318045775,2.35684269844305,"Apartment","Entire home/apt","4","1","1","1","Real Bed",592,100,500,60,"2",20,3,60,101,"2013-04-28","2018-10-15",92,9,9,10,10,9,9,"1","0","strict_14_with_grace_period","0",1.5,0.52,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1",189.72416,1464291.06688,1560
"506","1","Dans mon appartement, situé au cœur des Gobelins, vous trouverez le charme de ce quartier très authentique, avec les commerces de la rue Mouffetard et de la Butte-aux -Cailles... La vue de Paris est simplement époustouflante..! Studio de 35 m2, situé au 22e étage et bénéficiant d'une vue époustouflante sur Paris. Doté d'une terrasse, d'une cuisine independante équipée, d'une pièce principale, avec deux lits simples, et un canapé lit double, une salle de bains, et un dressing Pour votre arrivée : 25 boulevard Arago 75013 Paris  Rentrez par le 25, traversez le hall, puis le jardin, pénétrez dans la tour, et prenez l'ascenseur pair (22 eme étage) . Nom sur la Porte d'entrée : Erny  Code d'entrée : 28 B 10 Code ascenseur  :14 À 10","0","0","0","2012","1","within an hour","0","1","1","75013",48.8348970893836,2.34843082998755,"Apartment","Entire home/apt","4","1","0","4","Real Bed",377,98,0,0,"1",0,7,30,12,"2013-09-08","2018-10-03",100,10,9,10,10,10,10,"0","0","moderate","0",0.19,0.0658666666666667,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","1","1",120.82096,938778.8592,193.648
"507","1","Spacious duplex, full of light and very quiet. It is located in a trendy area, close to the metro and surrounded by some excellent local restaurants and traditional markets. We have just returned from more than 1 year abroad. During that period our apartment was not available on AirBnb, which explains why our last review dates back from August 2016. THE APARTMENT : It is a large & ancient (146 square meter) family duplex in the heart of Paris – you can see the wooden ceilings in most of the rooms.  The apartment is in a private and very quiet courtyard, on the 3rd (last) floor (no elevator, like a lot of old buildings in central Paris, but the 60 stairs are regular and are no problem if you are reasonably healthy). It is fully furnished ; linen and towels are included in the price.  Downstairs, there is a large living-room with an open kitchen, a fireplace (not for use), a hi-fi system (with an iphone connection), a large sofa and two leather club chairs.  The kitchen is fully equipped","1","1","1","2012","1","N/A","1","1","1","75011",48.8529036820255,2.37541239865801,"Loft","Entire home/apt","7","2","4","5","Real Bed",1668,285,800,70,"5",20,4,1125,41,"2013-02-20","2018-09-23",98,10,10,10,10,10,10,"0","0","strict_14_with_grace_period","0",0.59,0.204533333333333,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1","1","0","0","1","1",534.56064,4362549.38304,1748.76
"508","1","Beautiful and quiet apartment in Montmartre, at the top of ""rue Lepic"", where lived Vincent Van Gogh, where there is the ""Moulin de la Galette"", and then the village of Montmartre with the ""Sacré Coeur"" and all the small streets with beautiful houses, painters, grapevine... 110 M2: a large double living room (with TV), a bathroom with bath and shower, two nice rooms with double bed (one with TV), one with a single bed. Housekeeping before each rent. Very close from the ""Sacré Coeur"", the ""Moulin Rouge"" and Abbesses (less than 5 minutes walking!). There are a lot of stores in the district: clothes (famous brands like Maje, Bash, Petit Bateau, Claudie Pierlot) , shoes, typical french food stores (bakeries,  cheese dairy, butcheries, fish shop...).  There are also a lot of restaurants, cafes, bars and theaters.  There are supermarkets and beauty shops. Metro (5 or 10 minutes walking): Abbesses, Blanche, Place de Clichy. Buses: number 80 or 95 ","1","1","1","2012","1","within a few hours","1","1","1","75018",48.8902985945797,2.33636002972804,"Apartment","Entire home/apt","5","1.5","3","3","Real Bed",1184,200,0,60,"1",0,2,60,50,"2013-04-02","2018-10-27",97,10,9,10,10,10,10,"0","0","flexible","0",0.73,0.253066666666667,"1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1",379.44832,2815506.5344,1518.4
"509","1","My calendar is updated and you can book it BUT I PREFER LONGER PERIOD Very nice apartment completely redone with new taste 2 minutes from two metro stations : the station poissonniere (line 7) and the metro gare de l'est ( line 4-5-7 ) and the Gare du Nord (RER B) , it needed to go to the airport directly. In the same building there is a supermarket, a baker and a launderette required to wash clothes in case of need. In a minute there is a magnificent indoor market where you can buy meat and fish as well as vegetables and fresh. In front there is a shop where they sell only oysters of different qualities : not to be missed ! On foot you can go to visit the main monuments of Parigi.A only two minutes there is a very cheap and convenient parking . At ten minutes to get to Montmartre and the district of OPERA . On the 2nd floor without elevator in a building where the facade is well kept just been redone . The house consists of one room with a double bed and a living room with a comfortab","0","0","0","2011","1","N/A","0","6","1","75010",48.8762333922765,2.35254765182628,"Apartment","Entire home/apt","4","1","1","1","Real Bed",431,80,100,35,"1",7,1,365,31,"2013-02-08","2018-09-23",77,9,8,9,9,8,8,"0","0","strict_14_with_grace_period","0",0.44,0.152533333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","1","0","1","1",138.12688,1066063.25984,366.079999999999
"510","1","This apartment is perfect for a couple, it's sunny and calm, while being close to nice restaurant and bars. You're in the center of Paris, walking distance to Bastille, République and Nation. You can listen to vinyl, cook, chill out in our apartment Lovely apartment  ! One big living room, one bedroom with double size bed, bathroom with tub and toilets, one kitchen (40square meters) Located in a small and quiet street, in the 11th, at Charonne near Bastille and Voltaire.  Lots of organic restaurants and good bars around  !  Perfect for a couple ! Possible to rent for one week or two You can have access to internet, washing machine, music, full equipped kitchen, video-projector, books, vinyl If you want we know a lot of great restaurant and bars around for all kind of budget (from Septime famous restaurant to Dune). Quiet, cultural, organic, walk, promenade, parcs You have 3 metro station and line around: Charonne (Ligne 9) Philippe Auguste (Line 2) Faidherbe Chaligny (Ligne 8) There is","1","1","0","2012","1","within an hour","0","1","1","75011",48.8569888893884,2.3879206759723,"Apartment","Entire home/apt","2","1","1","1","Real Bed",431,55,0,0,"1",0,7,30,10,"2015-01-02","2018-08-30",88,10,8,10,10,10,9,"0","0","moderate","0",0.21,0.0728,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","1",138.12688,1127253.46768,120.12
"511","1","Situé à 10 minutes de la place de la Bastille, à 20 minutes du quartier du Marais, notre appartement se trouve au 3ème étage d'un immeuble haussmannien sans vis-à-vis et avec vue sur un charmant petit jardin partagé. Passionné de brocante, l'appartement est très agréable à vivre avec une décoration vintage et ethnique.  Vous serez ravis par le quartier, très vivant entre boutiques de déco, bars, restos et boîtes de nuit branchées.  À très bientôt, Appartement calme et lumineux de 50m2 dans un immeuble Haussmanien au 3ème étage sans ascenseur dans le 11ème arrondissement. L appartement est composé de : - 1 entrée - 1 salon spacieux et lumineux sans vis à vis avec jardinières et plantes sur la fenêtre (vue très agréable sur un jardin collectif). - 1 chambre spacieuse avec une vue très agréable sur le jardin également)  - 1 cuisine équipée d un réfrigérateur, d'une gazinière 4 plaques vitro céramique, four, grille pain, mixeur etc.  - 1 salle de bain (W.C, baignoire, machine à laver, fenê","0","0","1","2012","1","N/A","0","1","1","75011",48.8517949494738,2.38002167097518,"Apartment","Entire home/apt","4","1","1","2","Real Bed",538,65,1500,0,"4",0,2,6,6,"2016-09-15","2017-12-13",84,10,8,10,10,10,9,"0","0","moderate","0",0.23,0.0797333333333334,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","0","0","1","1",172.41824,1407105.25664,155.48
"512","1","bright and convenient 110m2 flat with elevator in an ""haussmanien"" building, views on roofs and sky, high floor, duplex. perfect for a family, to rest and restore after visiting the city. central, several subways/buses, nearby touristic or shopping places. 10mn walk from the marais, 5 from canal saint martin.  creative and careful decoration. lovely bath under the sky, living room and TV/play room. original parquet floors, terracotta floor tiles and fireplaces but modern comfort! 110 m2 duplex apartment (6th and 7th floor) in an haussmanian building  with an elevator. 3 bedrooms (one room with queen size bed, one room with single bed and mat on floor if requested,  one room with single bed and pullout bed), an equipped kitchen with small eating area, a living room with dining table on the main floor, a TV/play room upstairs with sofa bed which can be a fourth bedroom, one bathroom and one shower room, both with toilets, both fully renovated this year (one modern style shower room and o","1","1","1","2012","1","within a day","0","1","1","75010",48.8686562998829,2.36083271711456,"Apartment","Entire home/apt","6","2","4","5","Real Bed",861,200,700,70,"6",0,5,40,15,"2016-07-02","2018-08-17",97,10,10,10,10,9,10,"0","0","strict_14_with_grace_period","0",0.52,0.180266666666667,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1",275.93328,2129653.05504,1081.6
"513","1","Sunny bright modern apartment designed by a famous talented architect. Cross the street, you are in Le Marais ! 70sqm with balcony located 90 rue Amelot next to Les Jardins du Marais. A large master bedroom for a couple. A fully equiped kitchen opens on a large living-room on a planted balcony. An office room with an sofa bed where an extra person can sleep (add 30 euros a night). Whole apartment. Phone. (SENSITIVE CONTENTS HIDDEN). (SENSITIVE CONTENTS HIDDEN). Traversez Le boulevard des Filles du Calvaire et vous êtes dans le Marais. Quartier vivant et agréable. Cross the boulevard des Filles du Calvaire and you are in Le Marais, the historical area of Paris. Everything within walking distances. Métro Saint Sebastien Froissart / Oberkampf / Filles du Calvaire. Station Velib 50m. Station autolib 100m. We ask our guest to take off their shoes : barefoot is healthy ;-)","1","1","1","2012","1","within an hour","0","2","1","75011",48.8608820564496,2.36657155157126,"Apartment","Entire home/apt","2","1","1","1","Real Bed",108,122,500,20,"2",0,2,1124,29,"2013-09-10","2018-09-27",99,10,10,10,10,10,10,"1","0","moderate","0",0.46,0.159466666666667,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0",34.61184,282467.22624,583.648000000001
"514","1","You’re welcome in this splendid, calm and comfortable Parisian apartment,on the top floor with a balcony, offering a nice view. Located in a neighborhood known for its neighborhood life, it’s near the Buttes Chaumont park. You can have a drink in the surrounding bars, including the famous one called ""Rosa Bonheur"". You are 10mn away from the center of Paris, the Seine, Chatelet. This apartment is fully equiped and can accommodate up to 4 people. Fully furnished one bedroom apartment. Top floor of a 4-story walk-up building (1900) 40 sq.meters. Balcony (4 sq.m)  Very Quiet. Very beautiful. Clear and sunny.  Close to the Parc des Buttes Chaumont.  Métro ""Jourdain"" or ""Botzaris"". Close to historical center (le Marais) by metro (ligne 11). Decorative Fireplace, free Internet, Laundry inside the apartment, Dryer, TV HD, Free Wifi) Smoking not permitted (Balcony is OK to smoke :) No elevator. Everything We can help you to carry your luggages. à 2 minutes of métro Jourdain but from métros Pla","1","1","0","2012","1","N/A","1","1","1","75019",48.8782402083053,2.38853369465222,"Apartment","Entire home/apt","4","1","1","2","Real Bed",431,89,300,30,"2",10,3,90,71,"2014-06-27","2018-10-14",95,10,9,10,10,10,9,"1","0","strict_14_with_grace_period","0",1.34,0.464533333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1",138.12688,898791.60816,1240.304
"515","1","the offer concerns a couch within a shared apartment Nicely renovated and decorated 46sqm apartment in charming 1907 building with stuccoed ceiling. You will be renting the living room has a comfortable sleeper couch (1,40m). Sheets and towels are provided. The kitchen has modern appliances as well as a washing machine. Despite the short distance to main roads and public transport, the apartment is very quiet due to renovated windows. Located on first floor of a Haussmannien building, not much daylight is entering through the tall windows. However, the setup of lights compensates with a warm atmosphere in all rooms. - one minute from metro station line 6 - five minutes walking distance from Eiffel Tower - one minute walking distance from Pont Bir Hakeim (film setting in ""Inception"" and photo shootings around the clock - best pictures of Eiffel Tower) - charming and recently renovated - good water pressure and all water temperature - nice taste of classic furniture - modern household ap","0","0","1","2012","1","a few days or more","0","2","1","75015",48.852326445757,2.28671048784512,"Apartment","Private room","1","1","1","1","Pull-out Sofa",495,40,0,20,"1",20,2,5,10,"2014-07-05","2015-10-13",92,10,10,10,10,10,9,"0","0","strict_14_with_grace_period","0",0.19,0.0658666666666667,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0",158.6376,1361269.2456,79.04
"517","1","Welcome to my lovely apartement in Montparnasse. A very nice neighborhood, typically Parisian merchant. Charming duplex in the heart of Paris Welcome to my lovely apartement in Montparnasse. A very nice neighborhood, typically Parisian merchant. You will find fishmongers, cheesemakers, bakery, butchers, supermarkets, pharmacy, restaurants, bars and cafes within walking distance. This very bright apartment of 45m2 is located in a quiet side street on the 4th floor. The kitchen overlooks the living room is fully equipped with fridge, freezer, washing machine, dryer, dishwasher, ceramic glass hob, oven, microwave and all to prepare good meals after a long day in the capital. I also provide unlimited wifi internet access, television (plasma) and ADSL + channel. The upstairs doubleroom is very comfortable, with a real bed 2 places under roofs of Paris! The sheets and bathtowels are provided. Side storage for your personal effects, do not worry! You will have a closet in the bedroom and in t","1","0","1","2012","1","N/A","0","1","1","75014",48.8366442104352,2.32087755148509,"Apartment","Entire home/apt","2","1","1","1","Real Bed",538,80,300,0,"1",0,2,15,52,"2013-01-30","2015-10-02",97,10,10,10,10,9,9,"0","0","moderate","1",0.74,0.256533333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1",172.41824,1442795.83232,615.679999999999
"518","1","Functional apartment located between Gare du Nord and Canal St-Martin. 42m2 apartment with a large living room, a quiet bedroom on courtyard with a double bed, a fully equipped kitchen, a  bathroom with a small bathtub, toilets. 1st floor, no elevator. Entire apartment Available to answer to any question by phone, (Hidden by Airbnb) or email. The apartment is located in a neighborhood with many grocery stores and activities: cinemas, swimming pool, long walks on Canal St Martin or Quai de Seine... 15 mn walk from Gare du Nord (Eurostar, Thalys, RER B to Roissy CDG airport)  10 mn walk from Gare de l'Est.  Métro stations : Stalingrad or Louis Blanc (2, 5 et 7) We would also like to inform you that the apartment is on sale.  We try to organize the visits outside of the rental period as much as possible, but in the event of a visit, we will let you know 24h in advance.  The real estate agent has a key to the apartment so you don’t have to stay.","1","1","1","2011","1","within an hour","0","1","1","75010",48.8837432454597,2.36563368320375,"Apartment","Entire home/apt","2","1","1","1","Real Bed",452,95,500,50,"1",0,2,1125,7,"2018-08-08","2018-10-20",94,10,10,9,10,10,10,"1","0","strict_14_with_grace_period","0",2.31,0.8008,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","0","1","0",144.85696,1118006.01728,2282.28
"519","1","Nice two parts apartment near the Gardens of the Sacré Coeur Located in a pretty little street at the foot of the Sacred Heart gardens, this apartment consists of a kitchen open to the living room, a nice bedroom and a modern bathroom. In an atmosphere of refined and contemporary, we assure you stay more pleasant and cozy. Our team is available during your stay to answer questions and to intervene if necessary. Montmartre is the most visited place in Paris and even France. It was originally a small village overlooking the capital, it was soon annexed by the metropolis while retaining its special character.Montmartre was part of its originality to the many mills that were used to grind grain for the inhabitants of Paris. Subsequently, thanks to its charm, its cabarets and mysterious places, Montmartre became the inevitable place of all the great painters, writers and artists who have marked the twentieth century. Château Rouge M4 232 m Anvers M2 444 m Barbès - Rochechouart M2 M4 473 m W","1","0","1","2012","1","within a day","0","3","1","75018",48.8860591179673,2.3460712838034,"Apartment","Entire home/apt","4","1","1","2","Real Bed",377,97,500,40,"1",0,3,60,3,"2017-12-22","2018-09-30",53,9,7,5,6,8,6,"1","0","strict_14_with_grace_period","0",0.28,0.0970666666666667,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1",120.82096,896491.5232,282.464
"520","1","It's a bright, quiet and cosy flat on the last and fourth floor of a typical parisian building.If you're not busy elsewhere, you'll be able to admire the sunset while sipping a glass of wine on the couch. The kitchen, though tiny, has everything you might need to cook. The price is the same for one, two, or three people. I  have one true (double) bed, wich is brand new from january 2014. If you're three, or two not willing to share a bed,  one person  sleeps on the couch. Sheets, blankets and bath towels are provided. There are two separate rooms, wich makes it perfect for parent(s) and child, or people who do not wish to sleep in the same room. There is no elevator in the building.  You have the whole appartment for yourself. There is a washing machine and soap you can use for your laundry. Then, you can either hang it to dry or go to the laundrymat, 50 meters from the building. You can also freely use oil, vinegar, salt, peper, sugar, tea, and whatever is in the fridge. I live in the","1","1","1","2012","1","N/A","0","1","1","75020",48.8627595294593,2.40623986448369,"Apartment","Entire home/apt","3","1","1","2","Real Bed",291,55,100,0,"1",0,4,60,94,"2012-12-31","2018-08-20",92,9,9,10,10,9,9,"1","0","strict_14_with_grace_period","0",1.32,0.4576,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1",93.25968,633419.74656,755.04
"521","1","16M Studio with Balcony 3m² , view of Paris and Skytrain Bel-Air on the 11th floor of a luxury building. Nearby shops . Metro or Daumesnil Bel-Air . Bathroom + kitchenette + bathtub + mini fridge + sofa bed Studio with bathroom and kitchenette. Neighbouring owner can contact you if necessary. Near the Bois de Vincennes. Avenues lined with plane trees. All shops , near the Place Daumesnil. Daumesnil Metro (lines 6 and 8) , Bel-Air ( line 6) , Michel- Bizot (line 8) and several bus lines 29 , 46, 64 , tram T3a.","1","1","1","2012","0","N/A","1","1","1","75012",48.8402113008177,2.4004468962335,"Apartment","Entire home/apt","2","1","1","1","Pull-out Sofa",129,44,0,0,"1",18,3,730,49,"2015-12-01","2018-10-20",95,10,10,10,10,10,10,"0","0","flexible","0",1.37,0.474933333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0",41.34192,319324.99008,626.912
"522","1","Charming Paris flat, with a bedroom incl a queen size bed, a living-room overlooking a cute courtyard, incl a sofa bed, small shower room inc toilets, separated kitchen.  Located in the residential 15th arrondissement of Paris, left bank, within walking distance to the Eiffel Tower. Ideal for a couple, a family or friends. I have a folding baby bed if needed. The flat is great for a couple with or without a baby or with children above 8, not really below as there are a few fragile, illadapted stuff for children aged 4/6. 3rd floor, NO lift. WIFI, fridge and freezer, oven, 2 cooking gaz fires, Nespresso machine, washing & drying machine, hair dryer. NO TV, no microwave nor dishwasher. Quiet area of Paris, easy access to all major point of interest thanks to 3 subway lines (10, 6 and 8), food and convenience store very close. One can find a few nice restaurants around. And the famous, Rue du Commerce, an old shopping street dating when Paris was still a group of villages in the early 19t","1","1","1","2012","1","N/A","0","1","1","75015",48.8490868594103,2.28781638274628,"Apartment","Entire home/apt","4","1","1","1","Real Bed",388,80,850,22,"2",10,5,15,30,"2012-12-31","2015-06-20",99,10,10,10,10,10,10,"0","0","flexible","1",0.42,0.1456,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","1","1",124.34624,1067015.08544,349.44
"523","1","Nice and cosy 70 m2 flat ( Large living room kitchen + 2 bedrooms), bright, without face to face, at 3rd floor with ascenceur,  - 2 bedrooms with view on a garden: 1 bedroom with a 140x200 bed  and 1 bedroom with 2 90x200 beds (with possibility to add a mattress 170x60). For childrens : games, books, playing ground at 200m. - Large living room opened on a  very well equiped kitchen (refrigerator, freezer, cooker (induction), oven, diswasher, washing machine, coffee machine (Nespresso) and many cooking equipments ...), dining area and large sofa with cosy pillows ! - Bathroom with bathtub. Sheets and towels supplied. At your disposal TV, internet by WiFi, hi-fi system. District with numerous bars, restaurants, small shops and supermarkets. Outside market on every Wednesday and Saturday. Very good situation to visit Paris and its surroundings !!!! Very close to Nation station, very well desserved.  Subway line 1: direct to Bastille, Le Marais, Chatelet, Le Louvre, Champs-Elysées, Etoile,","0","0","1","2012","1","N/A","0","1","1","75020",48.8474473878858,2.40022598570579,"Apartment","Entire home/apt","5","1","2","3","Real Bed",753,140,600,40,"4",15,3,30,27,"2013-04-05","2018-10-26",97,10,10,10,10,9,9,"0","0","strict_14_with_grace_period","0",0.4,0.138666666666667,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","1",241.32144,1639055.22048,582.400000000001
"524","1","Very close to the Moulin Rouge, Montmartre, and Galeries Lafayette (to do shopping), the small studio is perfect for couples. On the 8th floor (with an elevator) you will enjoy an AMAZING view over Paris. You will see from the terrasse the beautiful garden of the romantic life museum, the Eiffel tower, Pantheon, Invalides, Grand Palais, Louvres, Opéra etc. The building built in the 1930's has a lot of character.  Very quiet and peaceful and you can easily sleep at night,  You will be in the artistic area of Paris (Montmartre), many restaurants and bars. Many places to go out as well.  Lots of metro very close to the flat (Metro: 2, 12, 13, ) you can go anywhere in Paris very easily. I am at your disposal","1","0","1","2012","1","within a few hours","1","1","1","75009",48.8836843099068,2.32451012750543,"Apartment","Entire home/apt","2","1","1","1","Real Bed",215,79,0,40,"1",0,2,8,37,"2013-01-06","2018-11-03",95,10,9,10,10,10,10,"0","0","strict_14_with_grace_period","0",0.52,0.180266666666667,"1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","1","0","0","1","0","1","0",68.9032,598217.5824,427.232000000001
"525","1","Bastille! From its picturesque promenades to its late-night lounges, Bastille represents Parisian éclat.  A nice apartment of 50m2, a spacious bedroom and a comfortable lounge, a kitchen where you take your breakfast. Well equipped kitchen (oven, microwave, washing machine) Everything you need (TV, DVD, bed linen, towels) wi fi internet, telephone (free calls to more than 80 countries , free calls to all fixed and mobile in France) Excellent localization, the nearest metro is  Faidherbe Chaligny (4 min walking from your home), many buses and night buses as well. 10 min walk from the Place de la bastille.Supers bars, restaurants, nightclubs, just steps away from you. 4 supermarkets and all kind of parisien shops. For those who like walk, you can see a lot of Paris by walk from here. Ideal for young people who want to enjoy Paris by day but also Paris by night. You have access to all the apartment. i live by myself. I am from Brazil and i'm doing my master in Paris. i'll be studying and ","1","1","0","2012","1","within a day","0","5","1","75011",48.8502611132579,2.3855746369642,"Apartment","Private room","2","1","1","2","Real Bed",484,60,150,45,"3",10,3,60,3,"2014-09-03","2015-04-01",87,9,8,9,9,10,8,"0","0","strict_14_with_grace_period","0",0.06,0.0208,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","0","0","0","1","0",155.11232,1265871.64352,37.44
